application,review,rating,clean_review,sentiment
Halodoc,"dokternya ramah, mudah mudahan selwsai konsul jerawatku udah mendingan🙏",5,dokternya ramah mudah mudahan selwsai konsul jerawatku udah mendingan,positive
Alodokter,"Dr Gizi Alodokter sumpah buruk banget, dia tidak bertanya apapun, tiba"" menjelaskan secara template gak jelas, tiba chat ku di tutup, dan emang beda pelayanannya pake asuransi, sia"" banget menyesal dan menyebalkan, dan awal aku tidak bjsa memilih dokter karena otomatis dari aplikasi",1,dr gizi alodokter sumpah buruk banget apapun template gak chat ku tutup emang beda pelayanannya pake asuransi sia banget menyesal menyebalkan bjsa memilih dokter otomatis aplikasi,negative
Halodoc,"Dokternya perkenalkan diri dan ngomong halo 2x, itu aja. Bayar 20rb",1,dokternya perkenalkan ngomong halo 2x aja bayar 20rb,negative
Alodokter,Sangat manyenangkan..,4,manyenangkan,positive
Halodoc,"Makin lama malah semakin nggak jelas... Dana sudah kepotong namun obat nggak kunjung dikirim,sudah komplain kesana kemari...namun obat nggak aku dapatkan,uang jg nggak kembali...kemana LG aku harus mengadu...",1,nggak dana kepotong obat nggak kunjung dikirimsudah komplain kesana kemarinamun obat nggak dapatkanuang jg nggak kembalikemana lg mengadu,negative
Halodoc,mudah untuk konsultasi ke dokter,5,mudah konsultasi dokter,positive
Alodokter,Dulu gratis skrng bayar😭😭😭,3,gratis skrng bayar,negative
Alodokter,"Merasa tidak nyaman karena berhari-hari di tlfn nomer tidak dikenal, saya check mener tersebut adalah nmer penipu yang mendapatkan nomer saya dari aplikasi ini.",2,nyaman berharihari tlfn nomer dikenal check mener nmer penipu nomer aplikasi,negative
Alodokter,Sdah bayar dua kli tiba2 gak ada jwban apa apa dari aladokternya gk jls,1,sdah bayar kli tiba2 gak jwban aladokternya gk jls,negative
Alodokter,"Assalamualaikum hallo dokter , maff sebelum nya , apakah benar hallo dokter menjanji kan bantu DBD , tolong verifikasi nya ? Karna hari ini ada yang telpon saya dari hallo dokter , terimakasih",3,assalamualaikum hallo dokter maff nya hallo dokter menjanji bantu dbd tolong verifikasi nya karna telpon hallo dokter terimakasih,negative
Alodokter,"Responnya cepat dan cukup memuaskan menurut saya,,",3,responnya cepat memuaskan,negative
Alodokter,"Dokternya sih bagus. Tapi agak menyesal pesan obat disini. Kena biaya tambahan untuk pengiriman same day, tapi baru akan dikirim besoknya. Sudah pesan dari pagi, baru diproses menjelang maghrib. Seharusnya diterima hari itu, malah besoknya. CS dihubungi, responnya kurang memuaskan + lamban baik WA, atau Email. Tolong diperbaiki pelayanannya. Kalian bukan berurusan sama perut orang saja, tapi nyawa orang juga. Ini obat, bukan makanan pokok.",3,dokternya sih bagus menyesal pesan obat kena biaya tambahan pengiriman same day dikirim besoknya pesan pagi diproses menjelang maghrib diterima besoknya cs dihubungi responnya memuaskan lamban wa email tolong diperbaiki pelayanannya berurusan perut orang nyawa orang obat makanan pokok,negative
Halodoc,"Sangat membantu sebelum ke tindakan langsung, halodoc sangat efisien, kalau jawaban kadang terlalu singkat dan langsung dng resep obat.🙏",4,membantu tindakan langsung halodoc efisien kadang singkat langsung dng resep obat,positive
Alodokter,kalau konsultasi dgn dokternya harus membayar kah??,5,konsultasi dgn dokternya membayar kah,positive
Halodoc,Pelayanannya bagus dan driver juga ramah sekali,5,pelayanannya bagus driver ramah,positive
Halodoc,lama pengiriman cari driver nya susah,1,pengiriman cari driver nya susah,negative
Alodokter,dokternya ramah..respon cepat.trimakasih..sehat selalu dok,5,dokternya ramahrespon cepattrimakasihsehat dok,positive
Alodokter,"pengiriman gajelas. ga nyampe nyampe loh ini obat, padahal order lewat app ini kan brrti emg udh kaya urgent bgt butuhnya. tp pengirimannya lamaa banget sampe 1 minggu, ini aku pake pengiriman next day bukan next week.",1,pengiriman gajelas ga nyampe nyampe loh obat order app brrti emg udh kaya urgent bgt butuhnya tp pengirimannya lamaa banget sampe 1 minggu pake pengiriman next day next week,negative
Alodokter,Chat aja harus bayar ku kira gratis,1,chat aja bayar ku gratis,negative
Alodokter,Ya terimakasih,4,ya terimakasih,positive
Halodoc,"Sedih bgt dengan kualitas dokter di Indonesia, saya punya sakit mag tapi dokter tidak bertanya dan saya yang awam ini hanya langsung beli saja resep untuk pereda nyeri yg ternyata menimbulkan radang lambung ya Allah sakit bgt sekarang ini, semoga dokter2nya lebih baik lagi kedepan ,jujur saya baru pertama kali pakai aplikasi ini dan trauma mendalam, saya menulis ini agar teman2 semua yang membaca tidak mengulangi hal yang sama, jangan sekali2 instal lebih baik ke puskesmas atau dokter terdekat",1,sedih bgt kualitas dokter indonesia sakit mag dokter awam langsung beli resep pereda nyeri yg menimbulkan radang lambung ya allah sakit bgt semoga dokter2nya kedepan jujur kali pakai aplikasi trauma mendalam menulis teman2 membaca mengulangi sekali2 instal puskesmas dokter terdekat,negative
Alodokter,"Dokter banyak yang scam , sudah bayar dan dokter tidak merespon selama 30 menit maka percakapan otomatis ditutup, untung doang buat mereka, semoga jadi penyakit uang yg meraka dapat",1,dokter scam bayar dokter merespon 30 menit percakapan otomatis ditutup untung doang semoga penyakit uang yg meraka,negative
Halodoc,"aplikasi yang sangat membantu untuk pasien² dengan keluhan ringan tanpa harus keluar rumah, semoga semakin sukses dan maju terus halodoc",5,aplikasi membantu pasien² keluhan ringan rumah semoga sukses maju halodoc,positive
Alodokter,memberikan resep bagus dan respon yg cepat,5,resep bagus respon yg cepat,positive
Alodokter,"Saya merasa tidak baik Saya benar benar kecewa dengan dokter kulit, atas nama Ketut dia telah menyuruh saya membayar banyak dan di tidak melakukan sesuai yang saya memberi tahunya sangat buruk",1,kecewa dokter kulit nama ketut menyuruh membayar sesuai tahunya buruk,negative
Alodokter,"uda bayar cuma dikasi waktu 5 menit sampe dokternya bales, setelah 5 menit ga direspon uang hangus gitu aja 45k bagi anak kuliah lumayan juga, mmg gni konsepnya ataau gmna",2,uda bayar dikasi 5 menit sampe dokternya bales 5 menit ga direspon uang hangus gitu aja 45k anak kuliah lumayan mmg gni konsepnya ataau gmna,negative
Halodoc,Sering error pas pembayaran pake gojek,3,error pas pembayaran pake gojek,negative
Alodokter,GABISA DIBUKAA,1,gabisa dibukaa,negative
Halodoc,"Bagus, dokternya ramah dan penjelasannya juga sangat jelas. App halodoc sangat membantu!❤",4,bagus dokternya ramah penjelasannya app halodoc membantu,positive
Halodoc,"sangat membantu kalau bingung lagi sakit apa, dokter-dokter nya ramah dan sabar menanggapi pertanyaan. makasih yang udah ciptain app ini 😭🙏🏻",5,membantu bingung sakit dokterdokter nya ramah sabar menanggapi makasih udah ciptain app,positive
Halodoc,saya sudah bayar tapi ga dijawab sama sekali,1,bayar ga,negative
Halodoc,keren... obat tetap dikirim hari ini walau pengantaran dari kabupaten Semarang ke kota Semarang.. Alhamdulillah sampai pukul 23:40 ... service excellent ..,5,keren obat dikirim pengantaran kabupaten semarang kota semarang alhamdulillah 2340 service excellent,positive
Alodokter,"Kenapa fitur konsultasi gratis nya sudah tidak ada ya, sekali pun ad yg 5rb dokter nya offline semua. Padahal mau konsultasi dulu, klo yg bayar saya agak keberatan 😟😓",3,fitur konsultasi gratis nya ya ad yg 5rb dokter nya offline konsultasi klo yg bayar keberatan,negative
Halodoc,bagus,5,bagus,positive
Alodokter,"Sebenernya ini membantu, tp setelah chat dokter umum kenapa ada yg telpon mengatasnamakan alodokter dan ternyata nomor tsb adalah penipuan. Aplikasi sebelah jg begitu habis konsul trs ada yg tlp. Mohon utk keamaanaannya",2,sebenernya membantu tp chat dokter yg telpon mengatasnamakan alodokter nomor tsb penipuan aplikasi sebelah jg habis konsul trs yg tlp mohon utk keamaanaannya,negative
Halodoc,Sangat membantu,4,membantu,positive
Halodoc,Ok,4,ok,positive
Alodokter,kenapa ya lama banget on nya pdhl udh jadwal nya... padahal saya udh bayar ... ini saya lagi cape banget lagi butuh konsul ... cape demi apapun nungguin nya lama banget ... plis dong kalo jadwalnya on on aja ... jangan mlh off orang kan nungguin ...,1,ya banget on nya pdhl udh jadwal nya udh bayar cape banget butuh konsul cape apapun nungguin nya banget plis kalo jadwalnya on on aja mlh off orang nungguin,negative
Halodoc,Pesanan tidak bisa tahu dikirim darimana dan sampai mana. Obat yg urgent ga bisa ditrack pengirimannya. Mana itu obatnya yg mahal.,2,pesanan dikirim darimana obat yg urgent ga ditrack pengirimannya obatnya yg mahal,negative
Halodoc,Gk bisa nyambungin ke gopay pdhal nmer gopay ma halodoc sama tpi gagal terus... Tambahin metode pembayaran lwat atm apa merchan,3,gk nyambungin gopay pdhal nmer gopay ma halodoc tpi gagal tambahin metode pembayaran lwat atm merchan,negative
Alodokter,Bagus,4,bagus,positive
Halodoc,"Ckup memuaskan, tpi syg wktunya singkat",3,ckup memuaskan tpi syg wktunya singkat,negative
Halodoc,"Tolong ya saya sudah bayar untuk konsultasi dengan dokter, tapi dokternya gabisa di chat karena sedang sibuk, paling ngga dana di refund lahhh suruh cari dokter lain suruh bayar lagi",1,tolong ya bayar konsultasi dokter dokternya gabisa chat sibuk ngga dana refund lahhh suruh cari dokter suruh bayar,negative
Halodoc,lumayan membantu,4,lumayan membantu,positive
Halodoc,cepet banget konsultasi nya,5,cepet banget konsultasi nya,positive
Halodoc,semoga lebih banyak lagi bekerjasama dg halodoc. karna yg saya pesen jg ada di karawang tetapi saya dapat nya di cikarang,4,semoga bekerjasama dg halodoc karna yg pesen jg karawang nya cikarang,positive
Halodoc,sangat membantu banget,5,membantu banget,positive
Alodokter,Sangat membantu,4,membantu,positive
Halodoc,Lumayan membantu kalo bisa harganya agak murah sedikit,3,lumayan membantu kalo harganya murah,negative
Halodoc,sangat helpfull di saat2 genting dan butuh perawatan,5,helpfull saat2 genting butuh perawatan,positive
Alodokter,"Cukup membantu untuk saat ini, nanti saya kasih bintang 5 kalau Jawabnya beda dari jawaban google.",3,membantu kasih bintang 5 beda google,negative
Alodokter,bagus,5,bagus,positive
Alodokter,Kok saya udah masukan nomor hp udah dapet kode ga masuk masuk ya padahal udah saya masukan kodenya tpi gada apapa cuman ada verivikasi otp doang sama kodenya,3,udah masukan nomor hp udah dapet kode ga masuk masuk ya udah masukan kodenya tpi gada apapa cuman verivikasi otp doang kodenya,negative
Alodokter,membantu,5,membantu,positive
Alodokter,udh bayar tp nnggu balesan chat dokternya lama bgt:') pdhal lg kondisi bner2 urgent 😭,2,udh bayar tp nnggu balesan chat dokternya bgt pdhal lg kondisi bner2 urgent,negative
Halodoc,Sangat buruk untuk pelayanan sistem cashless di Rumah Sakit,3,buruk pelayanan sistem cashless rumah sakit,negative
Alodokter,Mantab..terima kasih,4,mantabterima kasih,positive
Halodoc,"Kecewa banget sih sama aplikasi ini, sebelum pembayaran dokternya online, tapi setelah pembayaran dilakukan dokternya malah offline, dan online lagi 2 menit sebelum sesi selesai. Padahal biaya yg dikeluarkan juga tidak murah :(",1,kecewa banget sih aplikasi pembayaran dokternya online pembayaran dokternya offline online 2 menit sesi selesai biaya yg dikeluarkan murah,negative
Alodokter,Hay dok,5,hay dok,positive
Halodoc,"Aplikasi parah,pelayanannya jg ga jelas, kita beli vitamin-obat ,dibatalin terus ky ga niat jualan",2,aplikasi parahpelayanannya jg ga beli vitaminobat dibatalin ky ga niat jualan,negative
Halodoc,"saya sudah ingin kembali konsultasi kepada dokter saya, tetapi selalu tidak bisa tulisan nya dokter sedang sibuk padahal jadwalnya masih banyak itu bagaimana yaa??",2,konsultasi dokter tulisan nya dokter sibuk jadwalnya yaa,negative
Alodokter,"penjelasannya detail, dokternya fast respon dan baik. terimakasih",5,penjelasannya detail dokternya fast respon terimakasih,positive
Halodoc,Aq ksi bintang 2 dlu karna baru mau mencoba,2,aq ksi bintang 2 dlu karna mencoba,negative
Halodoc,Sangat membantu,4,membantu,positive
Alodokter,sangat jelas,5,,positive
Halodoc,Sebel banget ah.. ikut test rapid antigen pake halodoc.. katanya 3 jam.. tapi nyata nya sampe mau ganti hari belum ada hasilnya.. lama bangetttt dibanding ditempat lain.. sorry ya.. aq download aplikasinya juga cm buat daftar test.. 👎👎👎 mengecewakan,2,sebel banget ah test rapid antigen pake halodoc 3 jam nyata nya sampe ganti hasilnya bangetttt dibanding ditempat sorry ya aq download aplikasinya cm daftar test mengecewakan,negative
Alodokter,Nice app.. Bagus jika kita butuh diagnosa cepat tanpa perlu antri berlama2 di RS,4,nice app bagus butuh diagnosa cepat antri berlama2 rs,positive
Halodoc,good,4,good,positive
Halodoc,Dokter slow respon waktu keburu habis,2,dokter slow respon keburu habis,negative
Alodokter,"kenapa saya tidak bisa daftar, apa karena sinyal atau aplikasinya sulit",2,daftar sinyal aplikasinya sulit,negative
Alodokter,"Sudah bayar konsultasi tidak ada respons,apk apaan ini,hati2 aja",1,bayar konsultasi responsapk inihati2 aja,negative
Alodokter,"baik, jelas dan sabar",5,sabar,positive
Alodokter,Sangat Membantu Bagi Orang-orang untuk menjalani Hidup Yang lebih sehat,4,membantu orangorang menjalani hidup sehat,positive
Halodoc,Saya terbantu dengan aplikasi halodoc.. krna mudah mencari obat.. cman masukan aja tolong klo carikan apotik yang bener2 di 1 wilayah terdekat.. jika ga da gpp.. kasian bgd abang gojeknya ngambil jauh2.. saya pernh beberapa kali dapat obat dri apotik yang jauh bgd dri tempat saya.. contohnya dari beringin sala3 sedangkan rmh saya di kabupaten semarang....,4,terbantu aplikasi halodoc krna mudah mencari obat cman masukan aja tolong klo carikan apotik bener2 1 wilayah terdekat ga da gpp kasian bgd abang gojeknya ngambil jauh2 pernh kali obat dri apotik bgd dri contohnya beringin sala3 rmh kabupaten semarang,positive
Halodoc,ngebantu banget,5,ngebantu banget,positive
Alodokter,bagus,4,bagus,positive
Alodokter,Sudah mahal lama sampainya lagiii !!!!,1,mahal sampainya lagiii,negative
Alodokter,"Dokternya lama banget responnya, pdh bintang 100% posisinya ENGGAK SIBUK, termasuk MAHAL loh 45.000, sebenernya murah murah aja harga segitu ,tapi ini responnya LAMA muak saya nungguinnya, mana di suruh ke dokter lain, KEMBALIIN DULU UANGNYA.",1,dokternya banget responnya pdh bintang 100 posisinya sibuk mahal loh 45000 sebenernya murah murah aja harga segitu responnya muak nungguinnya suruh dokter kembaliin uangnya,negative
Halodoc,"Cukup puas cuma blm terlalu puas juga karena masih mau konsultasi tapi seiring nya waktu tidak lebih lama lagi, masih banyak yang mau d pertanyakan sebenarnya",2,puas blm puas konsultasi seiring nya d,negative
Alodokter,"Pelayanan yg cukup mengecewakan,, udah vaksin sampai dosis 3 bareng keluarga trus vaksin di desa tpi cuma saya yg hasil dri vaksin dosis 2 & 3 yg gk keluar banya dosis 1 terus saat diperiksa",1,pelayanan yg mengecewakan udah vaksin dosis 3 bareng keluarga trus vaksin desa tpi yg hasil dri vaksin dosis 2 3 yg gk banya dosis 1 diperiksa,negative
Alodokter,membantu sekali,4,membantu,positive
Halodoc,Bagus bgt,4,bagus bgt,positive
Halodoc,Lebih di tingkatkan lagi dari segi pengirimannya 👌,4,tingkatkan segi pengirimannya,positive
Alodokter,"Dulu gratis kok sekarang berbayar yah?? Atau aku yg tidak faham cara make aplikasinya karena tampilannya agak berubah, mohon jawabannya terimakasih",2,gratis berbayar yah yg faham make aplikasinya tampilannya berubah mohon jawabannya terimakasih,negative
Halodoc,"Lagi sakit anyang blm sembuh,senin- 13-2023, ternyata kurang minum 7 gls &nafsu mkn hilang.krn memakan pedas,kopi, coklat gueh anyang2.jika mules minum cetamol.waisan,ranitidin 3 hari sembuh.",4,sakit anyang blm sembuhsenin 132023 minum 7 gls nafsu mkn hilangkrn memakan pedaskopi coklat gueh anyang2jika mules minum cetamolwaisanranitidin 3 sembuh,positive
Alodokter,Waduh verifikasi nih hehe,4,verifikasi nih hehe,positive
Halodoc,"Please kasih pilihan ganti kurir :( Langganan halodoc setiap keluarga sakit. Kurir Medex sangat tidak sopan dibandingkan gosend selama ini. Nggak papa agak mahal, yang penting sikap appropriate apalagi handling orang sakit.",3,please kasih pilihan ganti kurir langganan halodoc keluarga sakit kurir medex sopan dibandingkan gosend nggak papa mahal sikap appropriate handling orang sakit,negative
Halodoc,"Terkadang sisa 1 obat yg tidak ada, gapi over all oke bagus",4,terkadang sisa 1 obat yg gapi over all oke bagus,positive
Alodokter,Sayang harus bayar dulu dan gk ada bang dana .. pdhal syh bner² ingin tanya stiap malam tulang pinggang sangt sakit telapak kaky trasa panas dan pegal,1,sayang bayar gk bang dana pdhal syh bner² stiap malam tulang pinggang sangt sakit telapak kaky trasa panas pegal,negative
Halodoc,"Untuk proses verifikasi melalui selfie sangat menyusahkan, apalagi ketika ingin menyambungkan akun bayi saya ke asuransi, harus melalui verifikasi Selfi berkali2, dan terus gagal karena system membaca itu bukan selfie. Bayi umur 3 bulan disuruh Selfi, yg bener za donk...",1,proses verifikasi selfie menyusahkan menyambungkan akun bayi asuransi verifikasi selfi berkali2 gagal system membaca selfie bayi umur 3 disuruh selfi yg bener za donk,negative
