application,review,rating
Alodokter,Sangat cepat responnya jg sangat membantu sekali. Terimakasih dok.,5
Alodokter,Memudahkan untuk konsultasi terkait sakit yg di alami.tapi sayang harus bayar ya klo mau ngechat dokternya.😅 tp obatnya ga dpt.😅😅,4
Alodokter,sangat membantu,5
Alodokter,Bagus respon cepat,3
Halodoc,suka si but berbayar hahaha tpii okeee,4
Alodokter,"selalu tanggap setiap keluhan pasien smg sll aolid, amanah serta sukses 🙏",5
Alodokter,"Tolong dong, jngan bgini sebulan yg lalu saya dtlpon sama CS alodoc tntang DBD bkal dpat 2 jt dngan memberikan data pribadi trmasuk nmer rekening, dri rekening itu uang atm saya dpotong 39 rbu tapi knpa berlanjut dpotong atm saya, mana tdak ada pemberitahuan pengeluaran berkurang tau2 lngsung ilang aja uang di atm, tlong dtindak lanjuti saya gak mau data pribadi saya dsalahjunakan.",2
Alodokter,Suka❤️,4
Halodoc,gopay ada isinya bilang nol. payah. org lagi sakit sistem nya jelek.,2
Alodokter,Dr. terbaik,5
Alodokter,trima kasih dokter nya bisa membantu di sini trima kasih atas sarannya🙏,3
Alodokter,bagus,5
Halodoc,Baik,4
Alodokter,Dehh auto instal deh karna sekarang berbayar👎 Mending konsul ke dokter langsung datang ke kliniknya,1
Alodokter,terima kasih,5
Halodoc,Okelaaa,4
Alodokter,Alodokter ini sangat membantu,3
Alodokter,"ya Allah.. saya ke psikolog namun karena tidak cek ""jadwal profesional"" (kata si psikolog), saya cuma konsul 20 menit itu juga dibalesnya lama 😭 psikolognya gak nyambung. ditanya apa jawab apa?? ehh trs dia tanya sudah mudeng gak? saya jawab aja belum tapi gpp kata saya. ehh dia minta apa yang bingung katanya? saya jawab tentang xx. ehh dia bilang itu bkn kewenangan dia buat ngasih tau sbg psikolog. sejak 23 Februari 2024 sampai hari ini eskalasi CS alodokter SANGAT LAMBAT. SANGAT MENGECEWAKAN!",1
Halodoc,Lbh baik Lg,4
Alodokter,good,5
Halodoc,Aku mau isi ulang saldo gak bisa,3
Alodokter,"Masih mencoba , belum berhasil",3
Halodoc,Gak bisa cek harga obat dan beli gn resep setelah Konsul dokter. Hubungi ke cs via WhatsApp Business nya cuma disuruh menunggu tanpa diberi penjelasan.,1
Alodokter,Baru2 ini ada bbrpa kasus tlp yg ngaku2 dri alo dokter dgn tjuan mnta ato tnya2 data pribdi.. Apakah itu bner.. Dan knpa s pnlpn tw data2 kta..,2
Halodoc,"maaf min aku konsul trus tiba"" dibatalkan sm dokter nya karna selesai tugas kayanya tp aku udh bayar trus ko uang ku g balik ya kan belom jd konsul ???",1
Alodokter,"Dulu gratis, sekarang berbayar Jadi malas",3
Halodoc,Data & lokasi praktik dokternya udah hilang,2
Alodokter,Mohon tingkat kan lagi terutama untuk pembayaran semoga bisa COD karena kasihan yang g punya saldo / tapi butuh obat secepatnya.,3
Alodokter,Sangat membantu,5
Halodoc,cocokkk,3
Halodoc,"Sebenarnya aplikasi ini bagus tujuannya, membantu untuk konsultasi dokter secara online. Yang saya soroti ketika saya upload resep dari dokter A (di luar halodoc) tercetak di invoice pembelian obat atas nama dokter B (yang memang pernah konsultasi lewat halodoc di hari yang sama tapi tidak meresepkan obat tersebut sama sekali). Komplain lewat CS, tidak bisa memecahkan masalah karena yang terecord di sistem adalah dari dokter B. Bagaimana bisa?",2
Alodokter,MAIN BATALKAN ORDERAN TANPA INFORMASI YANG JELAS.... EH GILIRAN REFUND 3HARI KERJA.... LAH SAAT DIORDER BUTUHNYA LANGSUNG BUKAN 3HARI KERJA BARU DIPROSES....,1
Halodoc,"Applikasi sangat membantu. Hanya kalau lagi Promil lewat aplikasi waktunya 30menit. Kalau 5 menit telat aja udah langsung sesi di tutup Udah gak bisa di chat lagi. Harus bayar lagi. Kalau HP pas mati atau low atau lagi ada urusan dadakan, ya agak rugi sih.",4
Halodoc,ko aku ga ada fitur tarik saldo sih!! padahal udah di perbaharui,3
Halodoc,membantu skli,5
Alodokter,"bagus, penjelasan sgt jelas, mudah dimengerti, fast respon...",5
Alodokter,Maaf saya baru Download aplikasi karna saya tertarik banyak yang mengeluh Karna penyakit tapi tak Tau harus bagai mana biaya rumah sakit mahal 🙏🙏🙏🙏,3
Halodoc,sangat membantu,4
Halodoc,"Gimana nih dokter Ambar spesialis kulit udah payment padahal tapi gak muncul orangnya , jadinya harus payment lagi kalo mau konsultasi lagi ke yang lain ..",4
Halodoc,Saya pesen obat yg di resepan dari dokter pesen jam 9 jam set 11 blm dateng2 dari pihak halodoc ga apa konfirmasi apa2 dari drivernyapun sma ga bisa di hubungi ini gmna si pelayanannya gini bngt nyesel Download,1
Halodoc,Dokternya ramah.. 😇,3
Alodokter,Bagaimana cara berhenti langganan?,2
Alodokter,"Mempermudah pelayanan kesehatan secara aman, dan dapat dipercaya untuk masyarakat umum.",2
Halodoc,"dokternya slowrespon,rugi bayar",1
Alodokter,"Sangat berguna aplikasi ini..... Cuma agak mahal biaya chat, bagi saya pribadi",3
Alodokter,Bagus mkasih jwabnny dok,3
Alodokter,"ramah, Penjelasam detail",4
Alodokter,sementara sangat membantu,5
Halodoc,"Oke oke saja, dokter nya sangat informatif. Cuman sedikit lama responnya jadi dengan waktu 30 menit konsultasi jadi kurang maksimal 👍",4
Alodokter,"Sy sdh memasukkan alamat email dg benar tp tdk bs tersimpan. Dsrh ngecek mulu, kenapa ya?",3
Alodokter,Tanggapan dr nya lumayan cepat dan lumayan membantu,4
Alodokter,cukup membantu. tks,4
Halodoc,"min kenapa mau konsultasi malah eror terus gabisa, udah di uninstall juga ttep gabisa",2
Halodoc,Sangat tidak memuaskan,1
Alodokter,aplikasi monyet gbisa login susah,1
Alodokter,APlikasi tidak bermanfaat.. sudah bayar ujung²nya gak ada solusi dan di arahkan ke doketr terdekat..,1
Halodoc,"Gak bisa di buka, memuat ulaang terus padahal jaringan lancar",2
Halodoc,"Setiap mau beli obat tiba tiba halaman nya gabisa di pencet , aneh banget nih aplikasi",1
Halodoc,"Aplikasi susah di klik, bener bener susah banget mau login aja susah etdah apk nyusahin",1
Alodokter,Operator menawarkan promo bad attitude sekali makasih 😊,2
Halodoc,Aplikasi lemot banget setelah update 6 juni,1
Alodokter,Parah ya sekarng appnya,3
Halodoc,Dokter penyakit dalamnya selalu respon nya lama.... Gak kaya aplikasi sebelah,1
Halodoc,Sbel. Kcewa.. Konsul biar diberi obt kyk di iklan nya.. Ternyata masih disruh dokter psikiater terdekat..,2
Halodoc,Bagus halodoc gk perlu repot ke klinik dlu lngsung bisa sering 👍👍,3
Alodokter,Hallo dok..saya ingi bertanya..Setelah 1 bulan siap operasi pemasangan pen di pergelangan tangan.dan sekarang masih terasa sakit di daerah bagian pangkal telapak tangan berdenyut denyut dan sakit..bukan didaerah operasinya..kenapa ya dok apakah harus dironten lagi mohon bantuan jawaban..terima kasih ya dok.,3
Halodoc,"Mohon maaf, layanan dan fitur kok jd semakin tdk bagus. Kmren bulan juni masih ada chat dg tarif 5k, skrg semua tarif dokter naik. Fitur download resep juga tdk bisa. Sudah chat bantuan malah sama sekali tidak membantu, saya sudah nunggu hampir 1 jam malah terputus dan chat lagi dg orang baru. Maaf, semoga bisa lebih baik lagi.",2
Halodoc,"Niat make aplikasi ini supaya cepat karna di rumah sendirian ,tp nyatanya apoteknya jaaaauhhhh bgtt . Pdhl ada apotek bumn dan swasta diskitar aku, lain kali mungkin bisa ada fitur yg ngebuat pembeli/driver yg milih apotek terdekat pakai manual. Kalau gini saya harus nahan rasa sakit lebih lamaa pdhl posisi saya di kota .",2
Alodokter,Bagusss,3
Alodokter,Terimkasih,4
Alodokter,Cukup baik,2
Halodoc,Respon cepat,4
Alodokter,"Ngajuin refund dari tanggal 11 , sampe sekarang blm dikirim dananya !",1
Halodoc,Kurang membantu saat konsultasi dengan dr spesialisnya,1
Halodoc,saya coba 4 bintang dulu .maklum baru instal,4
Halodoc,Membantu banget ya.. buat kami yg tinggal dikota kecil yg ga ada banyak dokter spesialis kulit... Alhamdullilah anak saya cocok banget sama dokter yg ada dihallodoc... Thankyou yaaa,4
Halodoc,"udah isi saldo biar bisa konsultasi, eh tpi dokter nya mlah sibuk, sia sia udh payment, BALIKIN DUIT GUE WOI",1
Alodokter,tidak puas atas tanggapan hasil dr keluhan.,1
Halodoc,Bayar🤦,2
Halodoc,"Tiba2 refund dan tidak otomatis d carikan penggantinya, saat reorder harus bayar, padahal awal sudah pakai asuransi. Aplikasinya kurang easy to use",1
Alodokter,Seandai nya saya bisa bertanya mengenai sakit yg di alami orang tua saya. Sayang nya saya terhalang dengan sedikit materi Tapi gpp Alhamdulillah masih bisa mencari pesan2 pasien dan jawaban dokter. Mungkin aja ada yg serupa gejala nya sama seperti orang tua saya. Jadi bisa menerapkan untuk orang tua saya. Terima kasih lain waktu klo sudah ada uang saya ingin bertanya sama dokter,5
Alodokter,sangat membantu,5
Halodoc,Coba dulu,3
Alodokter,"Kenapa tdk bisa daftar akun yah? Setelah masukkan nmor telpon, dan setelah masukkan kode verifikasi, tdk ada respon apapun. sdh di ulang beberapa kali ttp tdk bisa. Sdh di install ulang ttp tdk bisa",1
Alodokter,"Membantu saat galau utk bertanya ke ahlinya dan pada waktu itu juga ,",4
Alodokter,"Sangat membantu sekali,, terimakasih alodokter",4
Halodoc,Respon nya cepat,4
Halodoc,7uy,2
Halodoc,"Sedih amat mau konsultasi harus bayar,",2
Halodoc,"Dokternya pengen cepat-cepat selesai, bikin ga nyaman",3
Alodokter,ok,4
Alodokter,👍,2
Alodokter,"ko atm saya duitnya selalu di ambil alodokter setiap bulan, saya ga ngerti deh uang 39rbu setiap bulan kan lumayan. gimana biar ga ke ambil terus. ngegunain juga gapernah tapi duitnya di ambilin terus",2
Alodokter,Tidak jadi pengajuan. Soalnya penipu,3
Alodokter,Hi alodokter. Untuk konsultasi dan aplikasi sudah bagus. Hanya saja untuk sistem penawaran asuransi dimohon dilakukan dengan cara yang lebih baik lagi.,3
Alodokter,Apk ini sangat berarti.. Tapi sayang nya dokter dan wilayah aceh ngak ada tempat konsultasi,2
Alodokter,sejauh inii masihh baguss aku sukaa,5
Halodoc,Cukup membantu saat libur panjang,4
Alodokter,Gak ada solusinya dan,2
Halodoc,"Gk jadi bintang 5... okelah soal konsultasi dokter praktis dan bagus, tapi pas pesan obat lewat aplikasi, ternyata pake metode shiping, sampe 1-4 hari dijalan, cs nya slow respon, baru dibalas dan bener aja obatnya dikirim dari bandung (jauh dari kota saya) Saya kira dikirim dari apotik terdekat, dimana cuma 2-4 jam nyampe, rupanya udh kaya beli paket di online shop :"")) Haduhh saya keburu mati klo kaya gitu :"")",2
Alodokter,Jawaban dari dokter lama banget.,1
Halodoc,sangat membantu,5
Halodoc,Sumpah baiknya dibenerin aplikasi lemot bgt mau Konsul loading pembayarannya minta ampun akhirnya gajadi dan pindah aplikasi lain 🤦🤦,2
Halodoc,Sangat membantu,4
Alodokter,"Bagus sih buat konsul, tp pengiriman obatnya lama, katanya di keterangan wkt awal order smpe tgl 7.. skrg tgl 7 blm smpe. Di chat cs nya malah gajelas jawabanya.. pdhl aku order tgl 6..",3
Halodoc,Apk dancok masa saya mau pesan obat terus saya klik di bagian tambah barang hp saya langsung macet²,2
Halodoc,"Baru aja download dengan niat chat dokter umum, transaksi udh di lakukan setatus doker online. Tapi setelah pembayaran berhasil gak bisa di chat dengan alasan dokternya sibuk dan harus cari dokter lain. Mengecewakan bngetttttttttt!!!",1
Halodoc,"pelayanan baik,pengiriman jg cepat,kurir ramah",5
Alodokter,Semoga abis ini gak dihubungi sales buat pasang auto debet😂🤭,4
Alodokter,Tidak ada Konsul free buat pengguna pertama,1
Halodoc,Membantu sekali,4
Halodoc,kenapa ya saya tidak bisa top up saldo halodocnya?,3
Alodokter,Sangat baik dan mbantu smg para dokterx diberi kesehatan selalu dan ilmux berkah apalg yg byk mbantu dgn mbeti layanan konsul gratis Insya Allah pagalax dilipatgandakan oleh Allah SWT Aamiin YRA,4
Halodoc,halodoc sangat membantu dan memberikan solusi yg terbaik..,5
Halodoc,Payah sih konsul.belum sejam tapi udahan dibatas waktu.mending klo dokyernya slalu fast respon dan detail jelasin.ini blm dpt poin inti jawaban keburu udahan.kalo yg sebelah mh ga dibatas waktu enak,3
Alodokter,Sangat kecewa,1
Halodoc,Aplikasi,1
Halodoc,Udah bayar 35 pakai gopay. Saldo ke potong malah ga bisa chat dengan dokter. Responnya eror loading messages,2
Halodoc,Kenapa setiap saya ingin login setelah mendapat kan kode otp lgsg log out lg,3
Halodoc,Mukin ini juga menatu,2
Alodokter,Respon sangat cepat saya suka sekali,4
Alodokter,terimakasih.,5
Halodoc,"sangat membantu sekali, dgn penanganan dokter yg ramah jd kita bsa konsultasi terlebih dahulu, bsa dimana saja konsul nya, Terima kasih halodoc",5
Halodoc,"saya pesen obat jam 3 sampe malan pesanan tak kunjung sampai, harusnya ketika leboh dari estimasi ganti tenpat atau driver atau bisa batalkan pesanab",1
Halodoc,sangat bermanfaat dan membantu,5
Halodoc,maaf sebelumnya di liat dokter nya online pas di chat off mana udh bayar rugi banget,3
Alodokter,"saya ingin menghapus akun alodokter saya ,minta tolong di bantu, kepotong mulu per bulan,,, dan saya egak pernah dipake jga,, mohon bantuanya ya",2
Alodokter,Mukin ini bisa membantu aplikasi ini,2
Halodoc,Ah gimana sih mau pesee obat ribet bgt hrs chat ulang lg sm doktenrya! Rempomg mana lama lg dokterrya,1
Alodokter,puas dan semoga berjodoh,5
Halodoc,Susah bener vaksin untuk dapetin kode vouchernya.. Udh 3hr daftar smp cb ganti tgl ga dpt juga tuh kode voucher,2
Halodoc,"Bisa diperbaiki kedepan perihal kesesuaian stok di app dan apotek, dan metode pembayaran diperbanyak agar memudahkan customer",2
Alodokter,sangat baik,5
Halodoc,"Pelayanan CS virtual assistant-nya nggak banget. Belom juga kelar udah KAMI SUDAHI DULU CHAT INI. Haduh. Ini robot atau manusia, sih.",3
Alodokter,"pelayanan kurang puas untuk tanya²/konsul ditutup semaunya oleh dokter, sudah bayar mahal² jawaban seadanya! kalau seperti itu di google banyak jawaban serupa!",2
Halodoc,"SETELAH DOWNLOAD APLIKASINYA SAYA TERIMA TELFON MENGATAS NAMAKAN HALODOC DAN MEMINTA DATA PRIBADI SAYA, STELAH ITU MENAWARKAN ASURANSI DAFI HALODOC YANG DIBAYAR PERBULAN SEBESAR 40 RIBU RUPIAH , KATANYA BISA DI KLAIM SETIAP TAHUNNYA 2 JUTA RUPIAH UNTUK DIGUNAKAN BEROBAT MELALUI HALODOC DAN SAMPAI SKRG SDH 2 TAHUN LAMANYA AUTODEBET DI REKENING SAYA TETAP BERJALAN BERJALAN, TAPI SAYA TDK TAHU BGMN CARA MENGKLAIM ASURANSI TSB? TOLONG DI TANGGAPI MASALAH INI BOS",1
Alodokter,sangat membantu sekitar kesehatan,5
Halodoc,"Penjelasanya bagus,mudah dimengerti",3
Alodokter,Terimakasih,2
Halodoc,cacat,1
Alodokter,saya kasih bintang 4 dulu karena baru mendowload aplikasinya dan belum coba,4
Alodokter,"Dokter ny fast respon, cukup membantu",4
Halodoc,Sudah bayar untuk kosultasi tp dokter sibuk tdk bisa dichat tp saldo saya hilang. Aneh,1
Alodokter,"Aplikasi untuk konsul awal bersama dokter umum mengecewakan. Kebanyakan hanya seperti pesan otomatis, dan penjelasannya tidak menanyakan detil kepada pasien. Baru mau menanyakan sudah di tutup chat nya. Dan tahu2 suruh klik terima kasih. Bagaimana mau dapat pencerahan kalo seperti ini?",2
Halodoc,"Saya merasa puas dengan konsultasinya,memberikan pelayanan yg cepat",3
Halodoc,Aplikasinya klo dibuka loading banget,3
Halodoc,sangat bermanfaat,5
Alodokter,Sekarang serba berbayar,3
Alodokter,Sangat membantu,3
Alodokter,Baru mau tanya udah suruh bayar.. komersil amat yaa.,1
Alodokter,Bagus,3
Alodokter,"Didwnload udh verifikasi tp kode gagal, pdhal bner, udh aq cba unisntal dan instal lg ttep aja bgtu..ah sudhlah..capek..ga jadi dnwload.",2
Halodoc,bagus,5
Halodoc,"Klo bisa fiture pembayarannya bisa pake bca virtual acc dan juga di percepat lg kalo ada transaksi, trimakasih",3
Alodokter,Aplikasi alodokter sangat membantu saya. Mengatasi permasalahan dalam diri saya. Terima kasih alodokter,3
Halodoc,Pembayaran gk bsa pake DANA harusnya flexible. Apa aja bisa.,3
Alodokter,"Ngga ngebantu. Tiba"" dpt telfon dari alodokter",2
Halodoc,"Layanannya sudah baik. Tapi untuk kedepannya semoga bisa kerjasama dengan lebih banyak apotek supaya bisa order obat dari apotek terdekat jadi driver ga perlu antar obat terlalu jauh. Jadi pengguna ga perlu bayar terlalu mahal untuk biaya kirim, driver juga ga terlalu jauh antar obat padahal menurut saya biaya pengiriman ga sebanding dengan jarak antar",3
Alodokter,Parah si inimah cuma mau konsultasi aja harus bayar astaga apa apa kudu bayar parah emng kementerian kesehatan Indonesia,1
Alodokter,Lamaaaaa bgt jawaban dokternya. Nyambung ke dokternya laaaaaamaaaaaaa. Bisa bisanya udh bayar trs dialihin ke dokter lain. Lama bgt asli,3
Halodoc,"Puas,,Dr nya Baik",5
Alodokter,"Transaksi di batalkan, kebuang sia"" duitnyaaa",2
Alodokter,"Ini aplikasi gmn ya ko sy smpe ditelp lma bngt ktanya dr alodokter nanyain nomer rekrning sya,sy kaget smpe nanyain nomer rekrning...jujur sih keganggu udh mh mbanya nyrocos ngomngnya",2
Alodokter,Baik bermanfaat,3
Halodoc,jelas cara penangannya,5
Halodoc,sangat membantu🤗,5
Alodokter,penjelasan nya mudah di mengerti,5
Alodokter,"Tadi sore sekitar jam 16.56, saya ditelfon oleh orang yang ngaku dari alodokter. Kok bisa data bocor, itu yang sangat disayangkan.",2
Halodoc,Bisa ga sih ditambah fitur chat sm CS bukan robot biar gampang konfirmasi??? Pesenan obat dr pagi sampe sore blm sampe² padahal pilih pengiriman instant!!!,2
Alodokter,Dokternya sangat ramah 🥰😇,5
Alodokter,trimakasih alodokter cukup sangat membantu,3
Halodoc,Semoga teman2 segera sembuh,4
Halodoc,Era baru telah datang,5
Alodokter,Aplikasinya sangat membantu untuk konsultasi bersama dokter,4
Halodoc,"baru order eh doc nya sibuk trs uang ga direffund lagi wkwk malah hangus tu uang ,bukannya direff malah ilang padahal belum chat sama sekali sama dokternya. kocak bener nih aplikasi ga berguna",1
Alodokter,Terima kasih,5
Halodoc,konsultasi ok,5
Halodoc,"24 jam aman asal ada halodoc, mudah cepat dan lekas sehat👍🏻",5
Alodokter,Fast respon dan penjelasannya detail. sangat membantu,5
Alodokter,"Aplikasi sangat membantu tapi sayangnya loadingnya lama banget pas pesen obat, jadi capek sendiri nungguin loadingnya. Semoga cepat diperbaiki",3
Alodokter,"Chat dokter agak lumayan, tapi utk harga laborat nya tidak sesuai yg di cantumkan. Bisa beda 2x lipat. Cek kembali ke lab yg dituju sebaik nya",4
Alodokter,bagus,5
Alodokter,"Sayang konsultasi ke dokter ahli, ternyata alodokter membatasi informasi yang perlu disampaikan dokter kpd pasin.",3
Alodokter,"Tolong ya buat pihak alodokter, kenapa setelah saya instal aplikasi ini jadi banyak banget nomer ga jelas nelpon tiap hari.. Saya merasa terganggu",2
Halodoc,mengecewakan dalam pemilihan apotek terdekat dan tidak on time,1
